my_tweet_id,replier_user_id,replier_tweet_id,found_content,found_content_type
1560774218987368448,1560760547561332743,1560774413481644032,https://www.instagram.com/ypher_hack/,instagram_user
1560774218987368448,1540600416307748864,1560809352713338885,https://docs.google.com/forms/d/e/1FAIpQLSfBnVlOyhnhdOjcp44oeXA8lvOSla-rw5kj5WzHH_DR9rSl7g/viewform?usp=send_form,google_form
1560774218987368448,1560614176359342081,1560786701181747200,https://docs.google.com/forms/d/e/1FAIpQLScu7ikSSp8-ou5vEs_Gq927ZTJYhsFwq0TWmeEHxjkJ4k1WZw/viewform?usp=send_form,google_form
1560774218987368448,1560749640248598529,1560778758990209024,https://docs.google.com/forms/d/e/1FAIpQLSd4DQX7E614r0f7Fxvqr5ScLnV1d4Qgfh6k2Ftm48Mp8zTjag/viewform?usp=pp_url,google_form
1560774218987368448,1557888013061001216,1560778285784637440,https://docs.google.com/forms/d/e/1FAIpQLScG-fFJYdqVB-1DPPGl8LYuCfqmWs-KBmDu69lsXYAK18V9GQ/viewform?usp=send_form,google_form
1560774218987368448,858308936423931904,1560775010104623111,https://docs.google.com/forms/d/e/1FAIpQLSeDikVUDPl7-H7faPRWZ6hvnoefbRs_Y4gFZVh7yVQXUbr94Q/viewform?usp=send_form,google_form
1560774218987368448,1558442495331241987,1560774959399866368,https://docs.google.com/forms/d/e/1FAIpQLSfHo6GLvjd7MSZSCpQ6I25oB2IaKBGYz9nD9fucrd8dc220GA/viewform?usp=pp_url,google_form
1560774218987368448,1560760547561332743,1560774413481644032,https://www.instagram.com/ypher_hack/,instagram_user
1561406602371969025,3220102088,1561406742147334144,https://docs.google.com/forms/d/e/1FAIpQLSfpXh0SeSkwiLEU_rF1aENJtOhUGPwbmGR5OineKjkGB9kxIQ/viewform?usp=send_form,google_form
1561406602371969025,830967050,1561411340031459328,https://docs.google.com/forms/d/e/1FAIpQLSdFvMpo8j4Cc0onJv_Do7QLwN9-NehGciDoAIYF-fcXXMXTuQ/viewform?usp=send_form,google_form
1561406602371969025,306613367,1561413920644108294,https://docs.google.com/forms/d/e/1FAIpQLSdGmgMvRQqPFZBpteQCJ9KRQYV5eGGY0rkTGuu7lQMIRMJB2A/viewform?usp=send_form,google_form
1561438418483064832,1558169028165861378,1561438713766445057,https://docs.google.com/forms/d/e/1FAIpQLSdmHSFSMDrvQXScT040BUI2Facor_rrcAOVJdvHNkc5frd8hQ/viewform?usp=send_form,google_form
1561438418483064832,365729039,1561438765150879744,https://www.instagram.com/bestcyber_space/,instagram_user
1561438418483064832,998150144204918784,1561440269274324993,https://docs.google.com/forms/d/e/1FAIpQLSd-61Oz5xBlhwOUVPLu9JJGf5he1Yx5EX7ow9dcE5yIL07v9g/viewform?usp=send_form,google_form
1561453830067302400,3919107856,1561453984824573953,https://docs.google.com/forms/d/e/1FAIpQLSctah1rCrNbX4hb2x2ds-3-0PPA23kvhrdwMkrEETqePVk2MQ/viewform?usp=send_form,google_form
1561453830067302400,998150144204918784,1561456044299063296,https://docs.google.com/forms/d/e/1FAIpQLSd-61Oz5xBlhwOUVPLu9JJGf5he1Yx5EX7ow9dcE5yIL07v9g/viewform?usp=send_form,google_form
1561453830067302400,1561372446439231491,1561460403728617473,https://docs.google.com/forms/d/e/1FAIpQLSfHo6GLvjd7MSZSCpQ6I25oB2IaKBGYz9nD9fucrd8dc220GA/viewform?usp=pp_url,google_form
1561469233191538688,953558962363809793,1561470291724980226,https://docs.google.com/forms/d/e/1FAIpQLSd-61Oz5xBlhwOUVPLu9JJGf5he1Yx5EX7ow9dcE5yIL07v9g/viewform?usp=send_form,google_form
